address,value
0x7d93f170dfd65d14d58682678b7a0d171f287c93,1
0x2a9124f2a67f208dc9161493d23ffd7f3f8d008b,1
0x538f08b2448d69d85b312274b15faa468464939e,1
0x0b9ed225ac0098a1507e914ab96a4a4af5497026,1
0x6feea4b5ee60ad140a0d7b0df2d7903ae865456e,1
0x66d5527411d821cb513f2d214bbbc0ad73586b35,1
0xf9e0fb14d04c3beef990ac5ae80aafd4de0ccf00,1
0x19d4ccaedd75ef32ba76430af03e27cee010606a,1
0xb79ca1348ae5726adbcae2bfaebd24b078743a59,1
0x11a22b262e505d355f975e1e48a365b5d4811ae0,1
0x8d49f11b33f0662074cd4ebacb69c55041631ff8,1
0x5d6abc52be03093a6de9d6143fbbab25968b3e55,1
0xb6cf25f5cf8a1e1727d988facdd47f1dfc492caf,1
0xea39c551834d07ee2ee87f1ceff843c308e089af,1
0xa04f4a4b7306cb72f30828834db01699362a4989,1
0x4c3daaef71d76fe12625e6be29d1c073dbf4e989,1
0x670a840848eba22eb2a090fd65e1ff60c3ba9e5b,1
0x4d7e6948fb5ed2d92897de0605cd642eff69fbf4,1
0xd7473ef09ae9c072f2ece3fe7ce64e670eeff283,1
0x590e2ccd3b14227f6252617fa1a58bf8b2333d50,1
0x319af5203839970ccb04d2eda95c427941c498ae,1
0x14ddb398ce7a516c399a95b5d5c9a41326ec93de,1
0x6474183ade6709a76c3c411157f501d78b4c5482,1
0x54f61eb7659141e7edcc2ca6337ba1bee200ef0d,1
0x90ca3831732b1fcae423f3d77798e0ec4cedcf2c,1
0xc97958ff5370c56b7e0e6fb58437f00702714d49,1
0x557c60995797fa7b47be105227a2e46148d85750,1
0x5feadf8ef647da7f07584b3d33fcd565b79359a4,1
0x1c5762f9899b46c19d4c9b8fbdd38d35856227f3,1
0xef0ce6fdf1fde9b1b0b5423603d135ab6ceca6e9,1
0x23602ca06e977c86339ffddad74966e824ab691e,1
0x248458947c120ca057ec028b3fe7e4b3f26fdb3d,1
0xa7cafd18dd8bc1e23203058d66f89f0f0ee539d9,1
0x832e47e53df5c771be86a3e03b49cde53088b156,1
0x2c8875f34ceb219f61b7453b2c5f100ec2f6ed33,1
0x56c1e427a420119faa74c66ff345544c41cc6526,1
0x5c95598fe454882fec1139c3ed1284255b49c8b3,1
0xdc78107155918e230246439e4159fea4c477eae9,1
0x2c45f65d254e85584b47ec82450c91a30cfc6be1,1
0x877d45306e8c7506e9a20c9b7a79bdda97c4e7fe,1
