address,value
0xfdec56e98be0b581aa429f615741edb77e736b95,1
0xdfd3b58cfc180168faebb6366b98aff25fe1f8f1,1
0x1ec396ac5964b69c394d2f97f91908e15b3a046f,1
0x2a41282434f89f5bbf272b1091a7a0cefd22ccd8,1
0x2cc51e82ecb8157a5405fa6d5911bf5400517630,1
0xd4091d661a44648d61bd3bb51e129d0d60892056,1
0x533b9cdce87facf35c4066f48537660bf2bf16ad,1
0x695589d2bc5a63db1e830b1da7a07de73e58c6a8,1
0xd541d4de1ccf9f223f0ed3452725bee3032330f3,1
0x58b9f539c84bd534e00b3e1636446841eb0be60f,1
0x149fd340ca0df54228aacdad7755b05d0e2b23d9,1
0x463fc06d16e146ec9e4cb2ab8c3077732c75f38b,1
0xe236e5f3e7bb981237bc88767be0444f9f159487,1
0xb3811f5eb2723c0fe8a621d89a57712b2be91d41,1
0x1d13bac26f5e81ba836c9c8b110b10aa20dfb8e8,1
0x795d7d64d16c1b30da853e5ca5c45568a41a93cc,1
0x6eff21c2bfdf83a33aa690fe3db17fc672244907,1
0x55eca4d1c9ea7021509a7cd88c68c279dabdd37d,1
0xf7225294b6c87790880926821378f39c60c8baff,1
0xc3b8fdbb0e0d7c4027084b0996f0129ab1a29dc2,1
0x437d4b9a93f4a7ff5e8f855c85f8590d1c01d1fd,1
0x3cc3245178ca4b8b763e1e5689e716c747bb33de,1
0x7dcac6e167a292b4570184121a4f4e7f30c79220,1
0xb855567a17c266c1d82a52bb093ef5b6a66deb01,1
0x3b0e003793011c012d8261b0aafd993eab01f2cf,1
0x321ac212fcbd3ec7c1d8c131e26e529d28e6490b,1
0xcfaf59e7661997b6f1c51e673ad6a88374a954a7,1
0xc8a2ad99a24177a7889b9bfbe00c60cb6400fa6c,1
0xf251b5d633b3ef46307653bcf04c8209cde7d8be,1
0x6ec2997cf35457daa9de4cdc989c697d921b5285,1
0x9eab4b2feed9483838d2e9b7c1ad407a18624df4,1
0x1534fdcb6052d8d2a989de505fa02e97d0a84a01,1
0xbf56b5178f175fefca63dd5ba4506a7648d6a2d4,1
0x2588cc9e6fe0dada2ac6c0392422a5c87bcc1500,1
0xcb20f188dc526074f89267efbfb18ac874cee4b9,1
0x108289ecb4830e7de08dc8f9e58526ddeccd2d32,1
0xa45ef043c595e5da4a2bbb78ae47b88d24d90019,1
0x568b491fb2b4b9440f6d05e7723df0060fdaef1c,1
0x0ae1d436e7af8222f07e06869b8b4d20ae8e2011,1
0x3b98f03c8c7baebbcd3516a0f47458e1b0dd0d60,1
0xbfb7969e75ee4e58620f74135d167f5bdd60800a,1
0x514c9c0f1bc120f57183bfe4ae092ff0be13a31f,1
0x5efdb6d8c798c2c2bea5b1961982a5944f92a5c1,1
0x2c787d4aa4a2c21570e6ec5115625565d2006376,1
0xeebd455c141750d4ebf27d66be57dd3c7aa3e554,1
0x8e20e3826ddb5b0949ddea3af1ccee1de7e6bcf4,1
0x983953213fd82e8d0bab2fc7c803ae5dff9d0de1,1
0xa44b7b48a9803ecdd01ab8c9090e8788a0d8e885,1
0x01df3717ea028db51c6080db588cd04940c493f6,1
0x2bd4a0c15f21e4606edbd4421597e472135ca862,1
0xbe03ab0c13af2fd997b437425f0061c046f18f1a,1
0x300cc15e8110cadd2a8faf575aed087175504254,1
0xdc0c9924dd2509105f6f6bc322e35224f342bd12,1
0x238ff6b24f34f09e04d26be3eeaa67c7449cd0b1,1
0x24ac005adcbb3d9551474b43f855191e12e8a4ec,1
0xfde76679bd7310423975ebb586c5992dfa3bcf25,1
0xa6667f1a0bea0d7b96b47cc1357631842d05e40f,1
0xb7d7597994a0ee274f50d071a38104201d9db0d5,1
0x6931a804641678b83ec271b0e36e6f65755c7110,1
0x7bb055240b4cf366c42d2d5bdd3e731f6132df44,1
0x7707eddc233d6d5113bb04304ceaf7adfd9bbecc,1
0x05b3301b4fa008f7274d12575c1b4e28f23b7bd2,1
0xe840fe7f29e61e2dbc6a7c1947e51fad47f20b5d,1
0x83b97b9454d90791480cfda42c01d461d4d4eaa3,1
0x773d715200ab5c07f39db9772e3c83c48534a585,1
0x7e5b399e254665590266ac6a9e2a1e3336576cc0,1
0x80ec8c4e035a9a200155a3f8d3e5fd29b2d8ca42,1
0x05833bc715f6eb040224d166c7b7195c223d02cd,1
0x3cf369fa470ba673e53ce2c1331aa3ae3817da4e,1
0xf754ce4cd7a8ec94716c0ced4bd1a8da8a8e1bbf,1
0x4dac26f1e79a00dc8f8e365a0df3ded2c31eb59f,1
0x31f5afe73e35de36ec0b99ab683883af4dfc8dce,1
0xf0e1bda8021506b4eee4c969f1dd5b49271660d8,1
0x71cb3467d3d2528cceaca2c3931b51ad0379c25b,1
0x2e0d63ffcb08ea20ff3acdbb72dfec97343885d2,1
0xa337d966e8a1fb59846e620a35d54f071f6fb3b4,1
0x1625ad776034675046aff7a48f3ac61b62c0e27b,1
0xd1fb00abe3f1513836ba0266ba9dd922bf291368,1
0xae94f2343ac81eebac28ca5f142d14d391203325,1
0x671675ee5a9ebc55c0409a00c0ea09c5d30a1e9c,1
