address,value
0x007880443b595eb375ab6b6566ad9a52630659ff,1
0x877d45306e8c7506e9a20c9b7a79bdda97c4e7fe,2
0x2a903ac2b09124a7a5ab7874050cb217c0f9cf3e,1
0x5b33b6f41e87111b7d22685b297f086b5535034d,1
0x0c8b2a93750998de03033080256eb953ae03e3c4,1
0xc4f5b7207d510e2f35d045b278a29f57dbd9d15f,1
0xfc7d068f069e712dd35b439bf6ed9df8f58d07de,1
0x89795eeb2117b5a65784ebc979c0767934a7dd93,1
0x1a7f174dcd4211d41c7c4d7dbb3a0e4db5780c67,1
0xdd1e5fad1b867499bfb1987bb783a17ced9a1171,1
0xb3e4b334b015227b8adfa8e801719e8aef234217,1
0x6ef8fd2ffd39df9e73eea701e17db9cf51ffbb7e,1
0x68aac226ac458fb0d1deea0cc647be0b52fcea77,1
0x354c2ab3f7a23f74cddc745b26aea53ec1602203,1
0xc07a67f50eb5bf18fd0c140c702a3032faa3681c,1
0x7862e990963405616afd1e08cd369433a87adb3a,1
0x3a10fd1387555cd75db8142393fbaba98efe28d4,1
0x4c48d00997c6d23d6b47a9ce8caa6027d0068e42,1
0xcabd5f77ca9d48f4ef9793f20de42ad39ce93979,1
0x5467ce96b3d098ca2cf6ffd226c87f1929ee8507,1
0x75cf6e0dc5294bef8cb5a6fcd23dc9badbfc443e,1
0xdebd22d7f63648dfb69bb6e2a4c88264d578c0a4,1
0xff839b277ac4a40e458caff575dc24e129298cd1,1
0x62c868061cddbe38e01e7a8295fdcec72c10ca06,1
0x762da606029d3120735aa1eec15464e265db7a3c,1
0xf9e0fb14d04c3beef990ac5ae80aafd4de0ccf00,1
0x67a90218cc5fc1adde45ad27a257f268023b2ecb,1
0x56543717d994d09d5862ab9c6f99bce964ae664a,1
0xceb6798d609f86e156f36735eb39108af6d9a8cb,1
0xaa0ae8cd18c3aeb0bf4e0bb3507b2f86f7021ded,1
0x11f5ce814fbf0cda9e4a370d0f46a78f3dff9ae7,1
0x2b6565c457d6e73efc15eab80b8ffa34b6bf122b,1
0xe1dc03950c2a646400fdedef7b74e1bfbcb5cfc1,1
0x45360f55024132b3110166e1b327170daa2cc299,1
0x037a3079e857e383454fefbea892fde12a2e83fd,1
0x631cd42eb1063d1fe2b49a78744f3094702edbab,1
0x6d35392121a6687fe19d6159601b17517f73d0ea,1
0x0c481cd7d09bdd222351d52622d272367cb3d159,1
0xb6c189179b204d14fcc0b608bc97243b389b0030,1
0x39256c222e2a16db63f21da9d8266fc6f95f45b9,1
0x1e8e749b2b578e181ca01962e9448006772b24a2,1
